,author,comment,line,true
1737,Marcelline starting,kalau msul akbar pembela tangan cacat putus hrtanya,Marcelline starting: kalau msul akbar pembela tangan cacat putus hrtanya,0
1738,Nia Kurnia,love it..apakah lagu ini bs tekrkenal dikorea..?,Nia Kurnia: love it..apakah lagu ini bs tekrkenal dikorea..?,1
1739,ami ae,Masyaalloh... org Indonesia butuh sosok orang seperti anda.. Semoga banyak pemimpin pemimpin yg seperti ini  terus berkarya dengan kedamaian dengan keyakinan,ami ae: Masyaalloh... org Indonesia butuh sosok orang seperti anda.. Semoga banyak pemimpin pemimpin yg seperti ini  terus berkarya dengan kedamaian dengan keyakinan,0
1740,olivia herawati,Hancurkan teroris dari Indonesia,olivia herawati: Hancurkan teroris dari Indonesia,1
1741,tiger famiglia,Pabrik anak wkwkw di entot di hamili. Di entot di hamilin di buang sian banget ya,tiger famiglia: Pabrik anak wkwkw di entot di hamili. Di entot di hamilin di buang sian banget ya,1
1742,Dina framitha Naibaho,"ea allah sungguh mulia hati nya,turut berduka cita ea ka","Dina framitha Naibaho: ea allah sungguh mulia hati nya,turut berduka cita ea ka",1
1743,Fachri Oktaveansyah,Saya muslim tapi saya yakin mama kmu di dewasi biarin aja seefisieu....mengeruk x ga mgkn tuhan yng amanah..,Fachri Oktaveansyah: Saya muslim tapi saya yakin mama kmu di dewasi biarin aja seefisieu....mengeruk x ga mgkn tuhan yng amanah..,0
1744,Mashudi Ari,semua org pasti menarik percobaan tangan iklan warga jabar atas pilihannya..,Mashudi Ari: semua org pasti menarik percobaan tangan iklan warga jabar atas pilihannya..,0
1745,Mhhd Alif Laiku..,Sudah jadi dapat umum atau surabaya pak...,Mhhd Alif Laiku..: Sudah jadi dapat umum atau surabaya pak...,0
1746,muhsin AR,"Hati"" tsamara.... Fadlie zon pintar jebak. Anda pinter... Hrus hati"".","muhsin AR: Hati"" tsamara.... Fadlie zon pintar jebak. Anda pinter... Hrus hati"".",1
1747,Galih Sutandan,"Pembawa acaranya, kalau yg di wawancara ngomong jangan ikut ngomong... Jadi pusing.","Galih Sutandan: Pembawa acaranya, kalau yg di wawancara ngomong jangan ikut ngomong... Jadi pusing.",1
1748,Ricky Nukaro,"aduh wakil nya PSI, tp kalo KAFIR Lionh, kebetulan beda lagi dikuasai yg pilkada nkri, merinding di era presiden joko widodo.. ","Ricky Nukaro: aduh wakil nya PSI, tp kalo KAFIR Lionh, kebetulan beda lagi dikuasai yg pilkada nkri, merinding di era presiden joko widodo.. ",0
1749,Mina Aminah,"Hadir pak ganjar dari taiwan,selamat ya pak atas kemenangannya lgi untuk memimpin jawa tengah,semoga lancar tambah sukses tuk membangun jawa tengah pak amin","Mina Aminah: Hadir pak ganjar dari taiwan,selamat ya pak atas kemenangannya lgi untuk memimpin jawa tengah,semoga lancar tambah sukses tuk membangun jawa tengah pak amin",1
1750,Dicky Denok,Alhamdulilah udh salah ngomong cor?? .tololnya ,Dicky Denok: Alhamdulilah udh salah ngomong cor?? .tololnya ,0
1751,Colonel Channel,Meleleh air mata saya... semoga senantiasa dalam lindungan dan rahmat Allah pak Hamka,Colonel Channel: Meleleh air mata saya... semoga senantiasa dalam lindungan dan rahmat Allah pak Hamka,1
1752,Gigin Parsa,"*BERAPA BANYAK POBRAK MODAR KOEE JESS,,please tiis dan juga pernah menjadi presiden di saat pula Iya pak polisi ,","Gigin Parsa: *BERAPA BANYAK POBRAK MODAR KOEE JESS,,please tiis dan juga pernah menjadi presiden di saat pula Iya pak polisi ,",0
1753,harri Dwi,Sebaliknya kalah..luar biasa bapak ini..semua napa tanpa harta seperti beliau,harri Dwi: Sebaliknya kalah..luar biasa bapak ini..semua napa tanpa harta seperti beliau,0
1754,Lily  ollah pjr,Momen Nya dari pada si razia guna pemikirannya sendiri yang katanya gambing sambil nunjuk si kaka kabur negara ini. salam damai..,Lily  ollah pjr: Momen Nya dari pada si razia guna pemikirannya sendiri yang katanya gambing sambil nunjuk si kaka kabur negara ini. salam damai..,0
1755,Sofyn Sofyn,"Wawancaranya sepele,berani balik ke jaman gub...giliran saya sudah rusak layak ketika mirip dg DPR.bukan yg udah lebih dari cukup.","Sofyn Sofyn: Wawancaranya sepele,berani balik ke jaman gub...giliran saya sudah rusak layak ketika mirip dg DPR.bukan yg udah lebih dari cukup.",0
1756,Ugik Arie,Tidak ada agama yg mengajarkan kejahatan...,Ugik Arie: Tidak ada agama yg mengajarkan kejahatan...,1
1757,Ayu Putra Putra,Ya ALLOH kasihan buahmu dan hipmat uang kita / dilampung  tidak perlu menunggu gelandangan geng motor yg melaporkan malah membela diri nya ...,Ayu Putra Putra: Ya ALLOH kasihan buahmu dan hipmat uang kita / dilampung  tidak perlu menunggu gelandangan geng motor yg melaporkan malah membela diri nya ...,0
1758,Lintang Nirmala,BANGSAH TOLONG SERTA BEDA PSI....,Lintang Nirmala: BANGSAH TOLONG SERTA BEDA PSI....,0
1759,Shantanu adiprapting,Sya membuktikan kekuatanMu bohong semua keguyuran ahok dan jngan lihat di sisi anda. bukan seperti apa. ,Shantanu adiprapting: Sya membuktikan kekuatanMu bohong semua keguyuran ahok dan jngan lihat di sisi anda. bukan seperti apa. ,0
1760,Galang Arrafif,Ayo netizen ada yg berani menguji kemampuan polisi gk?,Galang Arrafif: Ayo netizen ada yg berani menguji kemampuan polisi gk?,1
1761,FARIS FARIS,"Wah  hebat FH,  tambah menjulang   dpr bersih dan berani","FARIS FARIS: Wah  hebat FH,  tambah menjulang   dpr bersih dan berani",1
1762,Iwan Tulang,Sedih dan bahagia.. mksh ya Allah..,Iwan Tulang: Sedih dan bahagia.. mksh ya Allah..,1
1763,Unisa 1984,Masyaallah sallam 2periyode Pk de jokowi dodo,Unisa 1984: Masyaallah sallam 2periyode Pk de jokowi dodo,1
1764,Muhamad Rizqi,"Hikmahnya sdh berpuluh2 sampai tak mau melakukan itu tidak mencari kerja untuk kita, bukan Yahutan Kacaung senjata meniru bangsa kita Dilirik Honda untuk Rakyat !!!","Muhamad Rizqi: Hikmahnya sdh berpuluh2 sampai tak mau melakukan itu tidak mencari kerja untuk kita, bukan Yahutan Kacaung senjata meniru bangsa kita Dilirik Honda untuk Rakyat !!!",0
1765,Widiasih mugi hastutie,Kalau Mario Teguh bilang berkali-kali minta test DNA harusnya dikonfrontir ke Kiswinar & ibunya apakah benar si Mario ini pernah minta test DNA jangan-jangan ini karangan si Mario saja untuk meyakinkan pendengar,Widiasih mugi hastutie: Kalau Mario Teguh bilang berkali-kali minta test DNA harusnya dikonfrontir ke Kiswinar & ibunya apakah benar si Mario ini pernah minta test DNA jangan-jangan ini karangan si Mario saja untuk meyakinkan pendengar,1
1766,Clair de Lune,"beramal sih gw ikhlas2 aja asal mereka bener2 membutuhkan, malah gw seneng bisa bantu mereka walaupun ga seberapa, tapi males juga kalo liat faktanya beberapa dari mereka bahkan lebih mapan dari kita, njirrr ngehe bgt ya ngga sih ","Clair de Lune: beramal sih gw ikhlas2 aja asal mereka bener2 membutuhkan, malah gw seneng bisa bantu mereka walaupun ga seberapa, tapi males juga kalo liat faktanya beberapa dari mereka bahkan lebih mapan dari kita, njirrr ngehe bgt ya ngga sih ",1
1767,Ihya Ulumuddin,ini yang bikin ELIT sebelah sekarang ada yang melihat situasi negara ini tak ada yang disembunyikan.,Ihya Ulumuddin: ini yang bikin ELIT sebelah sekarang ada yang melihat situasi negara ini tak ada yang disembunyikan.,0
1768,Meilanda Da,kalo ex lebih banyak pembunuhan. hukum yg seberat2 nya. .pulak kau dalem ayem never di Korea n Tsamara tahu kebuka negeri TNI atau Balasan NYA yang menilai politik serta tinggi tapi kalah dgn acara nya semoga sukses pak semoga Allah swt mgkn di acak sblum tentu kasi pada kasih sayang dari kita semua serta mengalir derajatnya untuk kejahatan.,Meilanda Da: kalo ex lebih banyak pembunuhan. hukum yg seberat2 nya. .pulak kau dalem ayem never di Korea n Tsamara tahu kebuka negeri TNI atau Balasan NYA yang menilai politik serta tinggi tapi kalah dgn acara nya semoga sukses pak semoga Allah swt mgkn di acak sblum tentu kasi pada kasih sayang dari kita semua serta mengalir derajatnya untuk kejahatan.,0
1769,Mohamed Zain,Tentang kebrutelan pembantaian oleh komunis dan pro komunis yg paling kejam tidak pula mahu diwartakan oleh partai budak2 nakal ini!!!!,Mohamed Zain: Tentang kebrutelan pembantaian oleh komunis dan pro komunis yg paling kejam tidak pula mahu diwartakan oleh partai budak2 nakal ini!!!!,1
1770,Lulut160790,ya pinter ngmg sih..mau gimana...,Lulut160790: ya pinter ngmg sih..mau gimana...,1
1771,Rutmiati Rutmiati,"Kalo buka yang ini selalu jadi ketawa, engga bosenin meski pun sudah lama,","Rutmiati Rutmiati: Kalo buka yang ini selalu jadi ketawa, engga bosenin meski pun sudah lama,",1
1772,Miftakhul Munif,"sekarang aja kyak gtu, gmna penerus generasi nanti 30 50 thn yg akan datang kyk apa nanti. aku bersyukur telah terlahr di thun 90 an. thun yg bagiku sanga indah.orng"" dulu mungkin sependapt dengn saya mensyukuri telah terlahir sejak dulu.","Miftakhul Munif: sekarang aja kyak gtu, gmna penerus generasi nanti 30 50 thn yg akan datang kyk apa nanti. aku bersyukur telah terlahr di thun 90 an. thun yg bagiku sanga indah.orng"" dulu mungkin sependapt dengn saya mensyukuri telah terlahir sejak dulu.",1
1773,bang ilham,"Oah, tp pa smogga bahagia n amin amin...","bang ilham: Oah, tp pa smogga bahagia n amin amin...",0
1774,Bunda Wira,"Psi partai apa fahri tidak dipatenkn juga penderitaan dr negara lain..Klompok radikal dkbling, bisa makan tuan humanita.. ","Bunda Wira: Psi partai apa fahri tidak dipatenkn juga penderitaan dr negara lain..Klompok radikal dkbling, bisa makan tuan humanita.. ",0
1775,Agus Naroso,Ini bule pasih banget bahasa indonesianya..  Kok ngak terdengar logak2 melayunya... Keren..,Agus Naroso: Ini bule pasih banget bahasa indonesianya..  Kok ngak terdengar logak2 melayunya... Keren..,1
1776,viola Shottelda,udah ada bukti video yang cerah.. yang ditololin dan di bawah tanah keluar rakyat atau DOSA ? ,viola Shottelda: udah ada bukti video yang cerah.. yang ditololin dan di bawah tanah keluar rakyat atau DOSA ? ,0
1777,Riana Devi,Anak konglomerat apa ya pasti pelaku penyerangan mo membuat uu baru bgt..,Riana Devi: Anak konglomerat apa ya pasti pelaku penyerangan mo membuat uu baru bgt..,0
1778,RIA RINCO,wanita nista iblis mau merusak pra petugas dn pejabat di indonesia liat aja latar blakang kehidupanmu di ostrali kmu orang stres pemabuk narkoba penjahat pernah mengacam atasannya sendiri krna di pecat dasar pembunuh pembohong penjahat,RIA RINCO: wanita nista iblis mau merusak pra petugas dn pejabat di indonesia liat aja latar blakang kehidupanmu di ostrali kmu orang stres pemabuk narkoba penjahat pernah mengacam atasannya sendiri krna di pecat dasar pembunuh pembohong penjahat,1
1779,Manita Purnamasari,Teroris merugikann negara Lh.....,Manita Purnamasari: Teroris merugikann negara Lh.....,1
1780,Inoz Pain,mengemis karna tidak mampu...?? tapi di kampung punya rumah mewah..??  anda sehat??,Inoz Pain: mengemis karna tidak mampu...?? tapi di kampung punya rumah mewah..??  anda sehat??,1
1781,easy arabic,"kamar mandi ukuran 1,5x1,5 bisa muat 11 org?this is a joke,right?","easy arabic: kamar mandi ukuran 1,5x1,5 bisa muat 11 org?this is a joke,right?",1
1782,Bagus Satrio,mau njaya koyo orang jatim tapi ketawa nih orang aja ni....,Bagus Satrio: mau njaya koyo orang jatim tapi ketawa nih orang aja ni....,0
1783,Pierre Winarto,Orang jujur diganti ceritanya memastik and president ehilabilitas nya terlihat korupsi pada bangsa  ini,Pierre Winarto: Orang jujur diganti ceritanya memastik and president ehilabilitas nya terlihat korupsi pada bangsa  ini,0
1784,Rifqi Anwar,Buat reporter anak geng tauran kenapa vidionya sampai ada kata setaun? gitu gak pantas bicara yang menghujat bapak bapak..,Rifqi Anwar: Buat reporter anak geng tauran kenapa vidionya sampai ada kata setaun? gitu gak pantas bicara yang menghujat bapak bapak..,0
1785,siti agustinah,"asks me kota.. klepeksi aja apalagi anda wc sendiri yang mengatakan ini punya Kang Dedi: emang enak...masa penegak hukum ga ikut prihatin dengan cara gara ini, bukan salah partai pembangunan","siti agustinah: asks me kota.. klepeksi aja apalagi anda wc sendiri yang mengatakan ini punya Kang Dedi: emang enak...masa penegak hukum ga ikut prihatin dengan cara gara ini, bukan salah partai pembangunan",0
1786,les tary evi,kapannn menarik sekali buat diliput,les tary evi: kapannn menarik sekali buat diliput,1
1787,F4R,Kenapa hanya nutupin pemimpin yang benar.. ,F4R: Kenapa hanya nutupin pemimpin yang benar.. ,0
1788,Andi Saputro,aq fokus ya sm cewe yg berkaca mata ..cakep haahhaah,Andi Saputro: aq fokus ya sm cewe yg berkaca mata ..cakep haahhaah,1
1789,Eka Oktaviani,Memang fitnah...  Urusan tanggung jawab tidak diminta test DNA seperti merapat membunuh Cuma ikut2 an mbubang kuluh enk smpe d pake senjata..,Eka Oktaviani: Memang fitnah...  Urusan tanggung jawab tidak diminta test DNA seperti merapat membunuh Cuma ikut2 an mbubang kuluh enk smpe d pake senjata..,0
1790,Dharmas Rayhong,Yg dislike tegakkanlah jika kita terima kalau knp orang kafir.,Dharmas Rayhong: Yg dislike tegakkanlah jika kita terima kalau knp orang kafir.,0
1791,Aris Fafa official,sikat pak....sampek ke akar2nya....,Aris Fafa official: sikat pak....sampek ke akar2nya....,1
1792,Bend Zuh,"ini yg ngesang asing nyebab tabah Pak Jokowi di Bandung merah Presiden Jokowi, masih banyak dari ktua2nya.","Bend Zuh: ini yg ngesang asing nyebab tabah Pak Jokowi di Bandung merah Presiden Jokowi, masih banyak dari ktua2nya.",0
1793,Aida 03,Tambah mama kamu begitu bsa mau lagi kucing hutan balik naik jualan sama infrastruktur terbaik hidung sedikit2 nasional dan bergaul dgn gaji yg besar dr strateginya....,Aida 03: Tambah mama kamu begitu bsa mau lagi kucing hutan balik naik jualan sama infrastruktur terbaik hidung sedikit2 nasional dan bergaul dgn gaji yg besar dr strateginya....,0
1794,tia cirebon,Sok gaya dia fikir hidupnya didunia nya bisa ampe ratusan x love itu bukan games ok,tia cirebon: Sok gaya dia fikir hidupnya didunia nya bisa ampe ratusan x love itu bukan games ok,1
1795,jumadi kirun,emang bnr dilindungi sm penjual agama d beri kelancaran rizki. smoga bpk jokowi sllu di budak dgn cra transportation udh tua inget itu wajar tdk ada yg mengajarkan buruk.kalau china bebas dan baik bila kita senjata dari kelamnya uang sama pak mario.,jumadi kirun: emang bnr dilindungi sm penjual agama d beri kelancaran rizki. smoga bpk jokowi sllu di budak dgn cra transportation udh tua inget itu wajar tdk ada yg mengajarkan buruk.kalau china bebas dan baik bila kita senjata dari kelamnya uang sama pak mario.,0
1796,Rizalafhandi Rizal,gua mau kawinin nih cwe sama abu janda .pelanga pelongo,Rizalafhandi Rizal: gua mau kawinin nih cwe sama abu janda .pelanga pelongo,1
1797,Muhammad Barli,ketakutan tampaknya nih bocah tolol,Muhammad Barli: ketakutan tampaknya nih bocah tolol,1
1798,Giska Fuzna Caherla,"#2019pagistabustiap smpai jdi papua dan pinter apa yang mereka korupsi ada kasus yg sudah menikah (tapi hati blm waktu), maka pikirmu dibersihkan, HARGA MATI!!!!!!","Giska Fuzna Caherla: #2019pagistabustiap smpai jdi papua dan pinter apa yang mereka korupsi ada kasus yg sudah menikah (tapi hati blm waktu), maka pikirmu dibersihkan, HARGA MATI!!!!!!",0
1799,Terry Im,Semoga pemindahan ibukota nggk ganti presiden di papua ini..,Terry Im: Semoga pemindahan ibukota nggk ganti presiden di papua ini..,0
1800,Rais Ramdani,jgn takut sm yg hoki2 karena hasil gaakan mengkhianati proses;)  atw sebaliknya wkk,Rais Ramdani: jgn takut sm yg hoki2 karena hasil gaakan mengkhianati proses;)  atw sebaliknya wkk,1
1801,Franky Tan,Alhamdulilah...NKRI harga tidak bertemu,Franky Tan: Alhamdulilah...NKRI harga tidak bertemu,0
1802,Raden Dafa,Jaman beli PS2 ama PS3  di Pasar Glodok,Raden Dafa: Jaman beli PS2 ama PS3  di Pasar Glodok,1
1803,Bambang Sutoyo,hasil kerja pemerintah saat ini (industif kata tetapi dishub),Bambang Sutoyo: hasil kerja pemerintah saat ini (industif kata tetapi dishub),0
1804,M. Ucub Jr,mario cuma lucunya kelompok minta uang trsbt,M. Ucub Jr: mario cuma lucunya kelompok minta uang trsbt,0
1805,Bedjo Tumon,Kalo lihat orang PSI ngomong emang lucu.,Bedjo Tumon: Kalo lihat orang PSI ngomong emang lucu.,1
1806,Gumelar Dedet,perang sodara ini mah di era tersebut cari modal usaha justru menjalankan prosedu yg prosedura pertama!  tapi gak usah mikirin begal tuhan. ,Gumelar Dedet: perang sodara ini mah di era tersebut cari modal usaha justru menjalankan prosedu yg prosedura pertama!  tapi gak usah mikirin begal tuhan. ,0
1807,SKYWALKER SKYWALKER,"Anthony Joshua, raja baru tinju kelas berat.","SKYWALKER SKYWALKER: Anthony Joshua, raja baru tinju kelas berat.",1
1808,Tri Edys,Subhanallah....rejeki anda ga akan habis....dengan memberikan sedekah untuk mereka...inspirasi bgt sosok yg satu ini...,Tri Edys: Subhanallah....rejeki anda ga akan habis....dengan memberikan sedekah untuk mereka...inspirasi bgt sosok yg satu ini...,1
1809,Gio Savaraz,"Kayak anak yang bisa bahsa indonesia, Tinggal 2 tahunan. Sd amaliu dikmpng registrasi rakyat j0k heran g-permasalahan ditanah air. ","Gio Savaraz: Kayak anak yang bisa bahsa indonesia, Tinggal 2 tahunan. Sd amaliu dikmpng registrasi rakyat j0k heran g-permasalahan ditanah air. ",0
1810,ananda deso,maah pak sby.... utk keluarga yg mustaqin karna bpk yusuf hamka mungkin itu tdk bisa meringankan beban aspirasi masarakat awal coba di Horees. Kayak pemerintah lo ga dibuang ke lakunya.,ananda deso: maah pak sby.... utk keluarga yg mustaqin karna bpk yusuf hamka mungkin itu tdk bisa meringankan beban aspirasi masarakat awal coba di Horees. Kayak pemerintah lo ga dibuang ke lakunya.,0
1811,Guhun Ipresiasi Umat Yg Mahakam 2 orang..  Ha ha manta,uhun Ipresiasi Umat Yg Mahakam 2 orang..  Ha ha mantap,Guhun Ipresiasi Umat Yg Mahakam 2 orang..  Ha ha mantap,0
1812,Muhammad Rachmadi,dibodohin terserah jadi ngaca pribumi,Muhammad Rachmadi: dibodohin terserah jadi ngaca pribumi,0
1813,Derma Ryder,"TNI jasanya dari dulu sangat banyak ke negeri ini, semoga mereka yg bertugas menjaga dan membangun negeri ini dibanyakan pahalanya. aamiiiin","Derma Ryder: TNI jasanya dari dulu sangat banyak ke negeri ini, semoga mereka yg bertugas menjaga dan membangun negeri ini dibanyakan pahalanya. aamiiiin",1
1814,Laila Cahaya,Tmbaken mati semu nya sunguh mbuat masyrakat takut d tidak tnang ...dh byak korban2 ...dor aza ...,Laila Cahaya: Tmbaken mati semu nya sunguh mbuat masyrakat takut d tidak tnang ...dh byak korban2 ...dor aza ...,1
1815,Stefanus Gardo,"Logat gk menentu taekk,,gue tetep cinta pemimpin indonesia","Stefanus Gardo: Logat gk menentu taekk,,gue tetep cinta pemimpin indonesia",1
1816,Anak Bos,Pokoknya nur beruntung dapat pak sandi,Anak Bos: Pokoknya nur beruntung dapat pak sandi,1
1817,AriCha Nurma,Menangis jadinya saluuuut bu Risma..,AriCha Nurma: Menangis jadinya saluuuut bu Risma..,0
1818,wilham spaer,Minggu lalu saya mengalami ini ampir 2 jam delay.  Sekarang baru ngeh setelah nonton berita ini.,wilham spaer: Minggu lalu saya mengalami ini ampir 2 jam delay.  Sekarang baru ngeh setelah nonton berita ini.,1
1819,Aldo Nova,moga2 bandara yg sangat menyakitkan,Aldo Nova: moga2 bandara yg sangat menyakitkan,0
1820,irul dcient,di omongin amplung...  Kiswinar ngga dikirim ? Istri MT harusnya mereka tau ada kepedulian nya . Salam hewan,irul dcient: di omongin amplung...  Kiswinar ngga dikirim ? Istri MT harusnya mereka tau ada kepedulian nya . Salam hewan,0
1821,Ola Gituru,Knp gak ngasih Era jombie Mbek biasa aja liatnya ,Ola Gituru: Knp gak ngasih Era jombie Mbek biasa aja liatnya ,0
1822,Arinnindyaa cinta,"Tolol gk jd korban..bukti anak itu g aja..ttp aja udah..mau....bikin rakyat menghujat akan jatuh juga... Soeharto sangat membanggakan kalaupun yang melanggar HAM tdk ada maulanya dari allah . semoga membawa Amerika di papua, sementara ario kiswinar yang menang jagoanku menang, ini ulah orang2 yg hidupnya garuda dijadikan korban pencitraannya","Arinnindyaa cinta: Tolol gk jd korban..bukti anak itu g aja..ttp aja udah..mau....bikin rakyat menghujat akan jatuh juga... Soeharto sangat membanggakan kalaupun yang melanggar HAM tdk ada maulanya dari allah . semoga membawa Amerika di papua, sementara ario kiswinar yang menang jagoanku menang, ini ulah orang2 yg hidupnya garuda dijadikan korban pencitraannya",0
1823,Erwin 12345,"huhhh ko diambil pemerintah, ndajelas","Erwin 12345: huhhh ko diambil pemerintah, ndajelas",1
1824,CUNGKLING Media,"Sungguh mulia sekali bapak Muhammad Jusuf Hamka,, semoga apa yg kau berbuat selalu di ridhoi Allah, selalu dinilai Ibadah oleh Allah SWT, semoga selalu dimuliakan oleh Allah SWT. Diberi Panjang umur oleh Allah SWT, di murahkan rizki nya, rizki luas mudah dan barokah, dijauhkan dari segala macam musibah dan bencana. Amin","CUNGKLING Media: Sungguh mulia sekali bapak Muhammad Jusuf Hamka,, semoga apa yg kau berbuat selalu di ridhoi Allah, selalu dinilai Ibadah oleh Allah SWT, semoga selalu dimuliakan oleh Allah SWT. Diberi Panjang umur oleh Allah SWT, di murahkan rizki nya, rizki luas mudah dan barokah, dijauhkan dari segala macam musibah dan bencana. Amin",1
1825,Sundayah123 Yaya,"Kui kelompok mca ,,, suruh lihat ,,,banyak hal yg harus dibangun ketimbang cuma bikin berita hoax cuma bikin ribet aja,,dan suruh lihat elit politik jgn cuma memikirkan tahtah","Sundayah123 Yaya: Kui kelompok mca ,,, suruh lihat ,,,banyak hal yg harus dibangun ketimbang cuma bikin berita hoax cuma bikin ribet aja,,dan suruh lihat elit politik jgn cuma memikirkan tahtah",1
1826,Evahariska Riska,"alhamdllah bpk ganjar selamat ya pak,semoga tambah maju kedepanya dengan di bawah pimpinan bpk ganjar..amiiinnnn","Evahariska Riska: alhamdllah bpk ganjar selamat ya pak,semoga tambah maju kedepanya dengan di bawah pimpinan bpk ganjar..amiiinnnn",1
1827,her man,"yang ngeshare bersama orang kotor , pasti liat pak PR-Aneh...","her man: yang ngeshare bersama orang kotor , pasti liat pak PR-Aneh...",0
1828,sophianah Ana,yang enak ngono kirain teh tangkap simalungun tdk terlepas dr lewat bandara soeharto adl hewan y...,sophianah Ana: yang enak ngono kirain teh tangkap simalungun tdk terlepas dr lewat bandara soeharto adl hewan y...,0
1829,Ricky Willyanto,hebat sekali!!! pemikiran dan ide yang baik dan peduli terhadap sesama! salut terhadap Anda!,Ricky Willyanto: hebat sekali!!! pemikiran dan ide yang baik dan peduli terhadap sesama! salut terhadap Anda!,1
1830,Ain Naj,"saya kasihan ma warga DKI kalo no 3 yg jadi gubernur, ","Ain Naj: saya kasihan ma warga DKI kalo no 3 yg jadi gubernur, ",1
1831,Arin,klau mau amal g usah mandang dia gimana,Arin: klau mau amal g usah mandang dia gimana,1
1832,Ugik Ernanggo,"Kompas tv adlh para mahfud ,  JUGA ADA ARK YESS ","Ugik Ernanggo: Kompas tv adlh para mahfud ,  JUGA ADA ARK YESS ",0
1833,Gatot Triwahyudi,cuma menghirup ulama insyaallah negeri kalian ingin membuat rasa cemar untuk berandai anda.,Gatot Triwahyudi: cuma menghirup ulama insyaallah negeri kalian ingin membuat rasa cemar untuk berandai anda.,0
1834,Agus Yuda,Maju trus punya duit... ngak seneng bgt kalem,Agus Yuda: Maju trus punya duit... ngak seneng bgt kalem,0
1835,Aip Cctzy,Indonesia? Kebanyakan nonton video Ini.,Aip Cctzy: Indonesia? Kebanyakan nonton video Ini.,0
1836,angeline BB,Hidup pak jokowi president nya org yg nunggu games dari pd di tv,angeline BB: Hidup pak jokowi president nya org yg nunggu games dari pd di tv,0
1837,Anggit Kurniawan,"Gak usah pake HAM, petrus perlu diaktifkan lagi seperti era orde baru.  Khusus membasmi teroris dan begal2 sadis.  Kalau KOMNAS HAM kebanyakan protes mending bubarkan saja.","Anggit Kurniawan: Gak usah pake HAM, petrus perlu diaktifkan lagi seperti era orde baru.  Khusus membasmi teroris dan begal2 sadis.  Kalau KOMNAS HAM kebanyakan protes mending bubarkan saja.",1
1838,Khoer Adytianto,Bisa buat logika kalo saya lihat. yang slah bertele tele nuh. ,Khoer Adytianto: Bisa buat logika kalo saya lihat. yang slah bertele tele nuh. ,0
1839,Mohd Nur Lisa,Sangat memblik WASTANGKO tO CMNS ASAL SONOW,Mohd Nur Lisa: Sangat memblik WASTANGKO tO CMNS ASAL SONOW,0
1840,Indra Lin,Kok makin pinter enak yatim piatu sendiri aja dulu ya ,Indra Lin: Kok makin pinter enak yatim piatu sendiri aja dulu ya ,0
1841,jihanRsetiadi pita,"Bersama mari kita doakan smoga pak polisi di berikan kekuatan oleh Allah swt.  Untuk menumpas para teroris dari Indonesia, Good job pak polisi kami slalu mendukungmu","jihanRsetiadi pita: Bersama mari kita doakan smoga pak polisi di berikan kekuatan oleh Allah swt.  Untuk menumpas para teroris dari Indonesia, Good job pak polisi kami slalu mendukungmu",1
1842,BA GUESS,"Masaalloh bapak ini benar"" hati sang penemuan untuk anda pak. Amin","BA GUESS: Masaalloh bapak ini benar"" hati sang penemuan untuk anda pak. Amin",0
1843,Robby Pikkiyanto,Aku percoyo Jendral Dr pada jokowi,Robby Pikkiyanto: Aku percoyo Jendral Dr pada jokowi,1
1844,m p sby sby,dan kita semua rakiat nkri harus kita benar nkri ini jangan sampai bubar seperti kata bapak brabowo di media cetak baik di eloktro baru baru ini.dan kita seluru rakiat jangan kita kasi kesempatan pada orang2 yg membuat nkri bubar untuk menguasai setiap propinsi hususnya sumut yg tercinta ini,m p sby sby: dan kita semua rakiat nkri harus kita benar nkri ini jangan sampai bubar seperti kata bapak brabowo di media cetak baik di eloktro baru baru ini.dan kita seluru rakiat jangan kita kasi kesempatan pada orang2 yg membuat nkri bubar untuk menguasai setiap propinsi hususnya sumut yg tercinta ini,1
1845,separuh aku,Sama mak aj doyan. Apa lgi ama balita . Hadu generasi apa ini,separuh aku: Sama mak aj doyan. Apa lgi ama balita . Hadu generasi apa ini,1
1846,Gianvico cino,"mudah2an yg bkin kapok . contohnya yg jadi keluarga kodok apapun alasannya. masa cuman ditilang polisi aja udah cukup,gak perlu ada acara yg halal, so tong, kenapa gk ada korlap dll?","Gianvico cino: mudah2an yg bkin kapok . contohnya yg jadi keluarga kodok apapun alasannya. masa cuman ditilang polisi aja udah cukup,gak perlu ada acara yg halal, so tong, kenapa gk ada korlap dll?",0
1847,Billy Muhamad,keren nih dj... gw kirain bukan org indo drpd org yg kurang piknik...jd milih lo ya terus ah siapa menit 0.5% ,Billy Muhamad: keren nih dj... gw kirain bukan org indo drpd org yg kurang piknik...jd milih lo ya terus ah siapa menit 0.5% ,0
1848,Anandamallika Mallika,Hukum cacad... menghukum orang tak bersalah apa lagi di barengi pilkada... penegak hukum tak mampu membedakan orang baik dan orang jahat,Anandamallika Mallika: Hukum cacad... menghukum orang tak bersalah apa lagi di barengi pilkada... penegak hukum tak mampu membedakan orang baik dan orang jahat,1
1849,prabowo bowo,Orang sekarang ngak ada yang takut dosa...yebar hoax kaya ibadah,prabowo bowo: Orang sekarang ngak ada yang takut dosa...yebar hoax kaya ibadah,1
1850,Maya Indriani,yg cowok cumak lo la lho aja wkwkwkw,Maya Indriani: yg cowok cumak lo la lho aja wkwkwkw,1
